"","PISAC","PARURO","COLQUEPATA","CCATCCA","CAICAY","fecha"
"24",74.1304473876953,98.2452697753906,83.3102035522461,65.1696929931641,72.0582885742188,1982-12-01
"25",95.1357879638672,106.823425292969,74.7639923095703,70.7139892578125,82.0311660766602,1983-01-01
"26",68.57958984375,89.7660598754883,65.8546829223633,53.826961517334,61.8016395568848,1983-02-01
"27",49.7652969360352,62.5806694030762,47.8998107910156,40.3210906982422,44.3009757995605,1983-03-01
"28",27.9042091369629,31.3243560791016,32.9229278564453,9.22922039031982,16.6817169189453,1983-04-01
"29",7.28619050979614,4.8380331993103,13.2102432250977,7.30703115463257,6.98914241790771,1983-05-01
"30",4.82557582855225,1.4955061674118,3.42253446578979,0.32565826177597,1.82817769050598,1983-06-01
"31",0.466766506433487,0,1.15733420848846,1.08004140853882,0.667295753955841,1983-07-01
"32",4.29852390289307,2.88533282279968,13.2290115356445,6.34091329574585,6.09654569625854,1983-08-01
"33",4.50120067596436,4.89027643203735,7.22112512588501,3.1816668510437,3.20863580703735,1983-09-01
"34",25.8178653717041,20.174861907959,19.9759178161621,19.1602516174316,21.1412086486816,1983-10-01
"35",47.0750885009766,37.6259269714355,51.3036918640137,27.5792675018311,32.5278091430664,1983-11-01
"36",81.4603500366211,114.575050354004,90.9173583984375,66.80908203125,71.7696914672852,1983-12-01
"37",158.060272216797,203.501174926758,138.077362060547,167.847885131836,168.206130981445,1984-01-01
"38",133.186386108398,191.463119506836,129.110610961914,134.534378051758,149.725204467773,1984-02-01
"39",74.2136383056641,51.5736083984375,70.2580795288086,75.2632675170898,69.8861694335938,1984-03-01
"40",76.0114898681641,48.0554313659668,78.4827346801758,58.8904571533203,64.468017578125,1984-04-01
"41",0.638348639011383,0.202191293239594,1.69023489952087,0.628654778003693,0.472957819700241,1984-05-01
"42",3.63373613357544,0.992321074008942,4.02151584625244,2.56994318962097,3.24004626274109,1984-06-01
"43",2.25636053085327,0.592952311038971,3.91272234916687,3.7894344329834,2.9484875202179,1984-07-01
"44",19.9920082092285,5.80728101730347,35.7314376831055,19.0260276794434,17.7017154693604,1984-08-01
"45",4.50332450866699,3.35075902938843,7.73952102661133,5.45279550552368,3.592693567276,1984-09-01
"46",105.510673522949,78.0007400512695,79.6998519897461,91.2945938110352,97.8460845947266,1984-10-01
"47",77.0368728637695,47.2364768981934,95.8473510742188,63.4816093444824,61.5196228027344,1984-11-01
"48",96.5711364746094,79.8871917724609,112.516082763672,90.9276351928711,98.7348861694336,1984-12-01
"49",105.48299407959,131.313293457031,103.450538635254,121.066787719727,126.546630859375,1985-01-01
"50",108.539031982422,152.876663208008,112.295700073242,111.757621765137,116.723793029785,1985-02-01
"51",83.1354675292969,90.6629486083984,81.5481948852539,73.3115844726562,73.1408081054688,1985-03-01
"52",47.015007019043,53.3930282592773,44.9659843444824,35.7141342163086,29.2548942565918,1985-04-01
"53",21.9737682342529,24.3607559204102,38.0401039123535,17.3592834472656,18.3154678344727,1985-05-01
"54",15.5792007446289,9.25726318359375,17.9320602416992,10.212287902832,14.0167016983032,1985-06-01
